image_id,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22
train_Cardinal_0022,0.039185,209.122680,0.338560,0.362478,0.229500,0.340169,0.078150,0.389536,0.127782,0.107466,0.073168,0.266938,0.361486,0.210048,0.396427,0.330329,0.223021,0.329190,0.399301,0.242817,0.361687,0.358797,0.242113
train_Cardinal_0023,0.070251,749.065734,0.382279,0.285345,0.232898,0.308297,0.127006,0.424509,0.167214,0.119606,0.105592,0.264649,0.210366,0.183655,0.441345,0.315796,0.249198,0.392144,0.308708,0.259640,0.430977,0.306509,0.239098
train_Cardinal_0024,0.053162,440.043628,0.419548,0.439698,0.392629,0.428245,0.107169,0.351232,0.104384,0.111188,0.124720,0.468384,0.475644,0.435894,0.413005,0.450058,0.424901,0.422085,0.439316,0.352135,0.374719,0.393775,0.357586
train_Cardinal_0025,0.279358,2339.449572,0.577204,0.533024,0.537771,0.546788,0.181157,0.350246,0.179971,0.195489,0.204746,0.650857,0.548774,0.492212,0.555767,0.545379,0.554522,0.634414,0.565564,0.540475,0.467780,0.472380,0.563876
train_Cardinal_0026,0.082031,1630.754086,0.210790,0.108054,0.083636,0.135982,0.216170,0.523727,0.331153,0.187614,0.151545,0.123111,0.077467,0.072912,0.179975,0.065806,0.056515,0.310711,0.131175,0.091494,0.229365,0.157768,0.113624
train_Cardinal_0027,0.128357,1943.646836,0.507017,0.519020,0.286417,0.488915,0.136867,0.395458,0.116451,0.185251,0.152395,0.476789,0.540133,0.215204,0.541294,0.538372,0.265249,0.489940,0.485760,0.308109,0.520043,0.511816,0.357108
train_Cardinal_0028,0.027649,483.232495,0.553676,0.493404,0.447545,0.506205,0.251115,0.370445,0.240854,0.258814,0.261215,0.747938,0.670492,0.619451,0.717452,0.690027,0.650618,0.391554,0.312936,0.262509,0.357760,0.300160,0.257603
train_Cardinal_0029,0.210510,2841.467881,0.533417,0.502646,0.391744,0.499206,0.172008,0.373592,0.200153,0.166269,0.203097,0.468871,0.400429,0.277619,0.557278,0.547251,0.394935,0.585595,0.550079,0.515542,0.521926,0.512823,0.378880
train_Cardinal_0030,0.199768,3252.678008,0.349529,0.351595,0.323764,0.347816,0.216218,0.343057,0.228474,0.228585,0.234938,0.419266,0.437610,0.419147,0.312220,0.266166,0.224146,0.387945,0.409130,0.373247,0.278683,0.293475,0.278515
train_Cardinal_0031,0.057190,593.479565,0.637007,0.459816,0.398570,0.505834,0.166420,0.425980,0.185405,0.165197,0.194839,0.639582,0.407353,0.325530,0.480315,0.340698,0.259026,0.748259,0.577164,0.533134,0.679871,0.514049,0.476588
train_Cardinal_0032,0.083740,1983.118416,0.388059,0.550376,0.449433,0.490333,0.181231,0.396562,0.133823,0.203896,0.351609,0.342291,0.525610,0.173259,0.399968,0.605816,0.476667,0.413335,0.515814,0.497701,0.396642,0.554262,0.650103
train_Cardinal_0033,0.149963,1639.323177,0.680863,0.675235,0.668782,0.676188,0.164129,0.336249,0.123408,0.185558,0.209691,0.676613,0.669074,0.665685,0.676093,0.653584,0.650168,0.653193,0.642258,0.627274,0.717553,0.736023,0.732003
train_Cardinal_0034,0.050903,643.685821,0.606674,0.504663,0.477491,0.532080,0.217819,0.381838,0.222494,0.232858,0.246505,0.554220,0.430271,0.396853,0.476734,0.437303,0.408141,0.712270,0.605808,0.581947,0.683473,0.545270,0.523024
train_Cardinal_0035,0.114075,990.056541,0.455259,0.418938,0.300303,0.416289,0.206202,0.387619,0.228616,0.216506,0.220830,0.410681,0.429520,0.327837,0.401121,0.365217,0.250460,0.499656,0.382408,0.258861,0.509578,0.498609,0.364055
train_Cardinal_0036,0.155579,3221.368196,0.507972,0.482551,0.488607,0.490855,0.202378,0.343426,0.171628,0.227995,0.297941,0.627552,0.595958,0.632492,0.575094,0.517983,0.537184,0.437574,0.448315,0.449876,0.391670,0.367949,0.334879
train_Cardinal_0037,0.073730,590.233437,0.191516,0.177806,0.125501,0.175905,0.133487,0.387039,0.204764,0.114742,0.136230,0.243739,0.178868,0.107534,0.176229,0.213977,0.151210,0.231031,0.187284,0.149843,0.115063,0.131096,0.093418
train_Cardinal_0038,0.028076,495.230054,0.828064,0.856739,0.871065,0.849727,0.220154,0.340810,0.157992,0.254101,0.258318,0.857942,0.935794,0.953289,0.771999,0.743163,0.754640,0.830856,0.907038,0.923662,0.851460,0.840961,0.852671
train_Herring_Gull_0000,0.216614,2396.586244,0.565011,0.518691,0.428431,0.522263,0.234747,0.373652,0.241147,0.235341,0.240949,0.657783,0.609021,0.494929,0.777188,0.736862,0.644938,0.410203,0.372223,0.319146,0.414872,0.356659,0.254710
train_Herring_Gull_0001,0.088135,1070.913842,0.342110,0.329828,0.281039,0.327935,0.179555,0.358991,0.188903,0.179019,0.173803,0.306547,0.285437,0.229130,0.343144,0.335374,0.276443,0.405720,0.390472,0.327600,0.313028,0.308030,0.290982
train_Herring_Gull_0002,0.204041,1092.447544,0.558318,0.614499,0.606030,0.596740,0.174812,0.345448,0.170357,0.174143,0.198140,0.643396,0.707911,0.716966,0.609875,0.670711,0.680029,0.581947,0.643986,0.638179,0.398054,0.435387,0.388944
train_Herring_Gull_0003,0.039185,282.765072,0.520569,0.525177,0.546802,0.526208,0.062409,0.343350,0.061568,0.062357,0.066809,0.504333,0.512556,0.532996,0.520243,0.528550,0.554665,0.524731,0.525077,0.541005,0.532970,0.534525,0.558540
train_Herring_Gull_0004,0.129639,1533.637929,0.487431,0.554581,0.661831,0.546728,0.188941,0.388434,0.175514,0.190030,0.247556,0.521917,0.591151,0.712539,0.610028,0.699187,0.836186,0.435760,0.468083,0.536071,0.382019,0.459903,0.562526
train_Herring_Gull_0005,0.036499,435.448032,0.363380,0.395991,0.377972,0.384040,0.139227,0.348172,0.127921,0.142614,0.153841,0.392656,0.431562,0.415231,0.406500,0.446501,0.430827,0.344262,0.376050,0.358723,0.310101,0.329851,0.307106
train_Herring_Gull_0006,0.153931,1538.676318,0.428881,0.431090,0.432193,0.430584,0.201783,0.334472,0.198161,0.202569,0.213668,0.537473,0.528032,0.517612,0.341617,0.335770,0.329047,0.497858,0.513468,0.530290,0.338575,0.347089,0.351824
train_Herring_Gull_0007,0.224915,3201.239192,0.305653,0.314105,0.297829,0.309756,0.195575,0.342316,0.204217,0.190834,0.205593,0.300830,0.313788,0.306913,0.305270,0.318432,0.313451,0.315249,0.318651,0.291712,0.301265,0.305548,0.279240
train_Herring_Gull_0008,0.104980,1264.911619,0.309215,0.338040,0.248867,0.319266,0.124921,0.377225,0.119381,0.126929,0.152982,0.300430,0.331873,0.236308,0.338765,0.377184,0.288627,0.289294,0.317935,0.231259,0.308372,0.325166,0.239274
train_Herring_Gull_0009,0.259766,5110.110251,0.286147,0.283110,0.254548,0.280755,0.229884,0.347348,0.234444,0.228455,0.236912,0.200595,0.193958,0.152235,0.318192,0.318436,0.259390,0.277365,0.274016,0.262222,0.348438,0.346030,0.344346
train_Herring_Gull_0010,0.038513,359.157094,0.449318,0.569241,0.729934,0.551858,0.075857,0.417465,0.114786,0.072415,0.103229,0.451760,0.569192,0.727523,0.471132,0.582352,0.732260,0.426609,0.552832,0.718926,0.447772,0.572589,0.741028
train_Herring_Gull_0011,0.090515,746.643818,0.476131,0.474541,0.473586,0.474915,0.102462,0.334301,0.098113,0.104198,0.113885,0.503768,0.505457,0.505640,0.485746,0.485803,0.487383,0.466176,0.461133,0.459775,0.448833,0.445770,0.441545
train_Herring_Gull_0012,0.092468,1294.226594,0.561152,0.570037,0.559414,0.566184,0.288035,0.337179,0.284847,0.286775,0.308452,0.377349,0.401093,0.396133,0.454488,0.474800,0.463967,0.662682,0.660156,0.650978,0.750091,0.744097,0.726577
train_Herring_Gull_0013,0.155762,1575.972736,0.503178,0.493087,0.515171,0.498615,0.242843,0.340849,0.260107,0.242673,0.237493,0.471411,0.456637,0.458193,0.303347,0.317189,0.398892,0.604970,0.573974,0.574317,0.632986,0.624546,0.629281
train_Herring_Gull_0014,0.103882,1089.433266,0.350014,0.372534,0.283847,0.355711,0.157102,0.370167,0.154651,0.150949,0.214800,0.316047,0.345767,0.218920,0.358172,0.399228,0.279648,0.351797,0.359587,0.366169,0.374039,0.385554,0.270651
train_Herring_Gull_0015,0.065674,2080.413513,0.275122,0.451737,0.564786,0.411820,0.146023,0.437261,0.119745,0.158574,0.210063,0.254742,0.421273,0.536979,0.262444,0.420941,0.518821,0.292183,0.487367,0.608734,0.291121,0.477366,0.594609
train_Herring_Gull_0016,0.098206,1656.527209,0.384964,0.407744,0.370643,0.396766,0.151520,0.350491,0.146998,0.147825,0.197150,0.448353,0.478948,0.465593,0.466538,0.496554,0.516263,0.287127,0.300282,0.183094,0.337839,0.355189,0.317623
train_Herring_Gull_0017,0.130920,979.270023,0.290539,0.296293,0.278890,0.292597,0.186752,0.342249,0.195880,0.182798,0.190746,0.300524,0.307586,0.295082,0.478687,0.464380,0.449877,0.182461,0.195410,0.175025,0.200483,0.217795,0.195578
train_Herring_Gull_0018,0.073914,1135.232433,0.366387,0.357064,0.335673,0.357385,0.271592,0.345934,0.265435,0.272521,0.287077,0.401965,0.399189,0.383223,0.375308,0.361995,0.339876,0.475056,0.469873,0.447118,0.213219,0.197199,0.172475
train_Herring_Gull_0019,0.071960,826.510489,0.621740,0.646458,0.682925,0.643240,0.244641,0.350016,0.239500,0.247922,0.256694,0.779379,0.809807,0.848274,0.786603,0.812458,0.845150,0.511305,0.553431,0.604144,0.409675,0.410137,0.434132
train_Herring_Gull_0020,0.080200,1503.674725,0.352147,0.398789,0.463041,0.392176,0.206567,0.381425,0.252415,0.196188,0.162025,0.182749,0.281254,0.386991,0.296070,0.376774,0.469323,0.431158,0.433048,0.466471,0.498612,0.504081,0.529379
train_Herring_Gull_0021,0.142517,1989.029515,0.427092,0.432995,0.397659,0.427205,0.094962,0.344263,0.102224,0.093291,0.167921,0.441932,0.463782,0.392678,0.416608,0.441711,0.478494,0.428386,0.428237,0.394692,0.421441,0.398250,0.324774
train_Herring_Gull_0022,0.043640,435.624373,0.327514,0.555912,0.783881,0.513602,0.155774,0.470148,0.119741,0.172179,0.275852,0.373991,0.630985,0.894271,0.314956,0.609640,0.892165,0.332654,0.501601,0.675000,0.288455,0.481422,0.674089
train_Herring_Gull_0023,0.127441,1905.992178,0.480493,0.473668,0.351625,0.461790,0.199440,0.367973,0.220542,0.199840,0.223859,0.508413,0.492603,0.502671,0.429750,0.406971,0.426453,0.483698,0.483544,0.257292,0.500113,0.511552,0.220085
train_Herring_Gull_0024,0.160767,1606.921231,0.416428,0.419761,0.391905,0.415592,0.186821,0.341799,0.186170,0.182586,0.214697,0.263453,0.269066,0.210803,0.287644,0.292418,0.236958,0.576538,0.578399,0.579962,0.538077,0.539161,0.539896
train_Herring_Gull_0025,0.049988,443.239472,0.452688,0.440582,0.427547,0.442676,0.110964,0.342733,0.100501,0.114450,0.137776,0.482836,0.483705,0.486433,0.460789,0.466051,0.473121,0.435701,0.411051,0.381494,0.431424,0.401519,0.369139
train_Herring_Gull_0026,0.081177,1652.297239,0.683472,0.670670,0.656256,0.672898,0.147182,0.339969,0.150864,0.147053,0.140501,0.686449,0.678251,0.665737,0.629892,0.619320,0.611381,0.693518,0.679593,0.662578,0.724028,0.705516,0.685327
train_Herring_Gull_0027,0.189331,2175.509457,0.578783,0.566941,0.544295,0.567913,0.161548,0.342471,0.161249,0.161006,0.174157,0.555090,0.552472,0.527026,0.477051,0.477195,0.448502,0.645877,0.622617,0.591944,0.637115,0.615479,0.609710
train_Herring_Gull_0028,0.045471,337.034048,0.349548,0.332966,0.252148,0.328717,0.139981,0.373983,0.141825,0.141408,0.132224,0.334811,0.323447,0.254341,0.362596,0.336833,0.231520,0.402963,0.387568,0.305466,0.297821,0.284015,0.217265
train_Herring_Gull_0029,0.091431,1540.387159,0.783920,0.802606,0.818250,0.798689,0.177161,0.340260,0.156155,0.179211,0.226073,0.849345,0.881430,0.924296,0.851348,0.883732,0.927927,0.671540,0.671279,0.644548,0.763448,0.773981,0.776229
train_Herring_Gull_0030,0.033142,348.689197,0.547737,0.666901,0.796964,0.645821,0.071491,0.396184,0.057619,0.075338,0.119003,0.552101,0.683807,0.830780,0.534958,0.644389,0.760662,0.559922,0.687599,0.829995,0.543969,0.651809,0.766419
train_Herring_Gull_0031,0.070984,1255.669250,0.291352,0.300327,0.282485,0.295501,0.168118,0.343559,0.174683,0.164393,0.172387,0.293354,0.306091,0.303611,0.316637,0.322064,0.301753,0.305557,0.304945,0.290748,0.249859,0.268210,0.233829
train_Herring_Gull_0032,0.158630,1731.321935,0.372929,0.412902,0.468722,0.407294,0.239245,0.373617,0.231842,0.242999,0.262999,0.318152,0.367550,0.433639,0.420814,0.511355,0.619347,0.312290,0.324169,0.346168,0.440458,0.448532,0.475735
train_Herring_Gull_0033,0.066345,922.348751,0.604979,0.555039,0.496851,0.563379,0.152344,0.365134,0.159840,0.153625,0.172135,0.611491,0.607461,0.593974,0.627736,0.632581,0.625368,0.558789,0.466087,0.370660,0.621900,0.514027,0.397402
train_Herring_Gull_0034,0.030579,288.132379,0.569171,0.575963,0.595210,0.576087,0.106212,0.342007,0.105494,0.105557,0.113434,0.639633,0.648380,0.675707,0.656259,0.662484,0.685660,0.478515,0.489688,0.506801,0.502278,0.503302,0.512671
train_Herring_Gull_0035,0.052490,619.831834,0.529858,0.583313,0.637286,0.573425,0.162861,0.364068,0.163189,0.158797,0.198686,0.649787,0.706259,0.804576,0.643335,0.695757,0.773715,0.389600,0.431645,0.449773,0.436708,0.499590,0.521078
train_Herring_Gull_0036,0.068298,765.486251,0.632602,0.653087,0.683430,0.650402,0.154749,0.347074,0.153169,0.155360,0.170421,0.709483,0.744546,0.806061,0.722878,0.737876,0.770044,0.525323,0.542115,0.561381,0.572725,0.587811,0.596232
train_Herring_Gull_0037,0.052612,654.067981,0.730665,0.688776,0.677692,0.700117,0.195854,0.348411,0.144493,0.218889,0.247394,0.802495,0.817553,0.827963,0.776693,0.796435,0.804425,0.646359,0.542858,0.510905,0.697113,0.598259,0.567477
train_Herring_Gull_0038,0.107483,1555.072124,0.379804,0.368738,0.357479,0.370822,0.263176,0.343397,0.274270,0.259629,0.257323,0.403741,0.396379,0.389759,0.180939,0.186245,0.185457,0.400428,0.396629,0.389180,0.534109,0.495698,0.465521
train_Herring_Gull_0039,0.282227,3544.473746,0.485763,0.514443,0.509898,0.505332,0.182635,0.340667,0.229787,0.176947,0.183286,0.449515,0.531767,0.607073,0.344452,0.442163,0.529611,0.570642,0.552629,0.493568,0.578444,0.531212,0.409339
train_Herring_Gull_0040,0.134705,2184.615232,0.439261,0.434013,0.413196,0.433201,0.160369,0.341447,0.158816,0.159194,0.175926,0.520359,0.521074,0.517216,0.503336,0.505920,0.502493,0.370683,0.346841,0.295595,0.362665,0.362217,0.337478
train_Herring_Gull_0041,0.089233,858.387251,0.484917,0.511616,0.481679,0.500257,0.195347,0.346104,0.223533,0.185140,0.210333,0.479393,0.538691,0.563168,0.355437,0.432671,0.468801,0.566895,0.553755,0.475587,0.537944,0.521347,0.419162
train_House_Sparrow_0000,0.082092,772.718046,0.520483,0.512392,0.384735,0.500225,0.163955,0.367156,0.174897,0.156510,0.179891,0.414141,0.420571,0.275647,0.381450,0.391763,0.237817,0.682222,0.658480,0.556885,0.604120,0.578753,0.468589
train_House_Sparrow_0001,0.125305,1171.097450,0.585137,0.571789,0.507546,0.568470,0.133232,0.351545,0.130753,0.134371,0.156048,0.541408,0.546727,0.472346,0.607286,0.612737,0.602677,0.597505,0.583776,0.493204,0.594350,0.543918,0.461957
train_House_Sparrow_0002,0.102295,1571.658550,0.476844,0.495701,0.488725,0.489295,0.166773,0.339226,0.154937,0.169172,0.200967,0.427746,0.470052,0.434737,0.465693,0.497283,0.474075,0.471614,0.464249,0.470158,0.542324,0.551219,0.575931
train_House_Sparrow_0003,0.077759,939.308879,0.298691,0.339655,0.251939,0.317401,0.140946,0.381513,0.175449,0.133357,0.118660,0.221473,0.310865,0.226059,0.343190,0.363179,0.274087,0.240997,0.270223,0.196869,0.389104,0.414355,0.310741
train_House_Sparrow_0004,0.119690,1402.933886,0.510500,0.585517,0.337166,0.534778,0.142756,0.408543,0.160493,0.135217,0.237193,0.432193,0.545707,0.198502,0.458425,0.580971,0.216519,0.616356,0.623449,0.566982,0.535027,0.591941,0.366660
train_House_Sparrow_0005,0.120544,2402.690613,0.282946,0.302941,0.247084,0.290569,0.169584,0.363687,0.179794,0.163051,0.186644,0.199811,0.235518,0.174531,0.203703,0.235361,0.153656,0.404250,0.399627,0.365085,0.324018,0.341257,0.295065
train_House_Sparrow_0006,0.067566,862.987526,0.513168,0.542719,0.477016,0.526419,0.125665,0.354047,0.148412,0.125059,0.106710,0.461320,0.496822,0.506807,0.535137,0.578249,0.443483,0.451418,0.479037,0.485781,0.604798,0.616769,0.471992
train_House_Sparrow_0007,0.306274,3092.683078,0.290400,0.324166,0.211795,0.301259,0.134438,0.392282,0.147501,0.140881,0.129230,0.328024,0.353840,0.233986,0.261196,0.330011,0.178692,0.281559,0.293328,0.229100,0.290822,0.319486,0.205401
train_House_Sparrow_0008,0.059509,1078.865694,0.564292,0.608642,0.636870,0.598580,0.172893,0.351900,0.162016,0.180001,0.206562,0.610313,0.678026,0.721146,0.613582,0.677069,0.719574,0.548511,0.556259,0.554004,0.484763,0.523214,0.552754
train_House_Sparrow_0009,0.081299,1244.210105,0.341618,0.398937,0.417571,0.383938,0.201212,0.360558,0.227565,0.193365,0.182647,0.185282,0.259291,0.294332,0.165033,0.253293,0.292006,0.487513,0.515261,0.511086,0.528644,0.567902,0.572860
train_House_Sparrow_0010,0.290649,3464.698875,0.335328,0.342215,0.125850,0.315498,0.166688,0.425962,0.186909,0.167943,0.160028,0.348295,0.365809,0.130928,0.307310,0.313415,0.111882,0.397432,0.385030,0.165304,0.288274,0.304604,0.095288
train_House_Sparrow_0011,0.097229,2856.599753,0.254697,0.422147,0.295992,0.357679,0.220239,0.433935,0.254112,0.220189,0.223056,0.389523,0.570774,0.405414,0.111342,0.296363,0.137836,0.243353,0.450810,0.350943,0.274570,0.370642,0.289774
train_House_Sparrow_0012,0.244019,6179.410322,0.611657,0.545284,0.412557,0.550022,0.202238,0.389715,0.220527,0.201472,0.182818,0.618986,0.562818,0.446908,0.511290,0.470288,0.367052,0.723221,0.642683,0.476300,0.593132,0.505346,0.359968
train_House_Sparrow_0013,0.105469,853.569646,0.487823,0.380421,0.283972,0.401559,0.128973,0.423378,0.127338,0.132456,0.123232,0.433849,0.313033,0.222297,0.447667,0.337403,0.251943,0.536379,0.441318,0.331378,0.533397,0.429930,0.330269
train_House_Sparrow_0014,0.043335,371.601547,0.393627,0.389333,0.337315,0.384697,0.117630,0.351366,0.109365,0.120659,0.167292,0.443544,0.481092,0.513477,0.312767,0.292287,0.228251,0.438250,0.423645,0.342672,0.379948,0.360308,0.264861
train_House_Sparrow_0015,0.135803,2957.359218,0.614377,0.625361,0.573904,0.616229,0.229604,0.344809,0.213917,0.231468,0.300422,0.732627,0.765670,0.782925,0.623295,0.612487,0.559678,0.619295,0.624831,0.580187,0.482290,0.498455,0.372827
train_House_Sparrow_0016,0.077148,811.717805,0.806767,0.691335,0.505292,0.704614,0.137782,0.402700,0.150241,0.134660,0.147529,0.748601,0.639417,0.479719,0.916504,0.770704,0.572788,0.733843,0.665549,0.489142,0.828122,0.689670,0.479519
train_House_Sparrow_0017,0.132507,2478.702095,0.407025,0.393223,0.317840,0.388767,0.207053,0.364037,0.232402,0.194076,0.227780,0.325010,0.311260,0.253924,0.297812,0.331870,0.235153,0.372204,0.366289,0.252745,0.633074,0.563472,0.529536
train_House_Sparrow_0018,0.095703,1385.427464,0.537304,0.546408,0.550787,0.544112,0.146801,0.336976,0.135117,0.150563,0.201368,0.571830,0.556710,0.520577,0.574112,0.616851,0.659315,0.519898,0.506265,0.491317,0.483375,0.505806,0.531938
train_House_Sparrow_0019,0.308105,3008.473367,0.493878,0.516789,0.471351,0.504752,0.140407,0.348706,0.135254,0.147437,0.153638,0.483128,0.567539,0.426372,0.507624,0.515322,0.487639,0.488325,0.500864,0.482306,0.496436,0.483433,0.489087
train_House_Sparrow_0020,0.196289,2241.407804,0.533939,0.498720,0.436000,0.502080,0.263504,0.363556,0.261182,0.267521,0.277930,0.534783,0.499695,0.485591,0.430415,0.403471,0.397893,0.561719,0.523107,0.321187,0.608841,0.568607,0.539330
train_House_Sparrow_0021,0.051208,341.568471,0.289568,0.393949,0.176217,0.337929,0.133739,0.458222,0.128215,0.157466,0.118513,0.249495,0.309329,0.183367,0.262031,0.325285,0.158796,0.291379,0.463845,0.153943,0.355364,0.477336,0.208761
train_House_Sparrow_0022,0.193848,6266.322789,0.649710,0.581350,0.476068,0.589788,0.284962,0.380587,0.277583,0.295215,0.313995,0.709802,0.645973,0.480778,0.700733,0.659609,0.603248,0.603055,0.545047,0.481426,0.585249,0.474769,0.338820
train_House_Sparrow_0023,0.114563,1658.157368,0.405283,0.548334,0.641906,0.516169,0.228195,0.402317,0.154945,0.254135,0.345813,0.466420,0.693467,0.848787,0.470907,0.692997,0.843511,0.359368,0.457212,0.516524,0.324438,0.349660,0.358802
train_House_Sparrow_0024,0.091797,1508.184965,0.436960,0.406873,0.392782,0.414287,0.179360,0.353352,0.177568,0.181618,0.194033,0.450934,0.416180,0.389576,0.565108,0.573468,0.610649,0.355483,0.312771,0.263819,0.376315,0.325073,0.307085
train_House_Sparrow_0025,0.309143,6088.195752,0.513343,0.518567,0.349022,0.497669,0.235283,0.375520,0.242793,0.244926,0.247374,0.640074,0.671536,0.415925,0.652175,0.636055,0.482137,0.344530,0.349323,0.230589,0.416590,0.417352,0.267435
train_House_Sparrow_0026,0.089783,2029.541421,0.797191,0.753076,0.698427,0.760147,0.234916,0.354513,0.229107,0.235793,0.248117,0.860126,0.818537,0.771279,0.725592,0.678321,0.621001,0.761702,0.725875,0.676032,0.841343,0.789571,0.725397
train_House_Sparrow_0027,0.094604,1166.726440,0.440450,0.336491,0.274239,0.360500,0.136369,0.419006,0.130249,0.143300,0.140567,0.475129,0.365948,0.297391,0.467637,0.342715,0.269621,0.389033,0.296330,0.243746,0.430002,0.340970,0.286196
train_House_Sparrow_0028,0.167847,2268.728553,0.376504,0.359547,0.357900,0.364430,0.282645,0.344169,0.279263,0.285368,0.305698,0.336630,0.290479,0.265082,0.385624,0.371390,0.372783,0.389782,0.389716,0.401765,0.393978,0.386603,0.391971
train_House_Sparrow_0029,0.136597,3346.549426,0.510641,0.516204,0.496651,0.512334,0.273381,0.338829,0.276913,0.271454,0.278021,0.627462,0.633554,0.613052,0.344334,0.359995,0.345810,0.634412,0.627750,0.629975,0.436355,0.443515,0.397765
train_House_Sparrow_0030,0.328979,3890.501588,0.583205,0.552178,0.436285,0.548242,0.135794,0.371074,0.147671,0.136888,0.139368,0.703031,0.653885,0.525094,0.544011,0.532009,0.399801,0.580620,0.532498,0.437190,0.505157,0.490320,0.383056
train_House_Sparrow_0031,0.082092,1096.810955,0.694806,0.726760,0.786006,0.723964,0.187606,0.356050,0.132658,0.199346,0.297436,0.690889,0.759605,0.864939,0.722050,0.796461,0.911256,0.646600,0.630592,0.637884,0.719684,0.720382,0.729943
train_House_Sparrow_0032,0.184326,1996.659351,0.306851,0.223303,0.194213,0.244970,0.240047,0.423612,0.234875,0.243944,0.251517,0.455304,0.352442,0.310631,0.265264,0.202869,0.187372,0.313703,0.228838,0.195560,0.193134,0.109064,0.083290
train_House_Sparrow_0033,0.096863,1673.743231,0.470683,0.408219,0.292434,0.413709,0.272861,0.401834,0.314435,0.257361,0.258640,0.639272,0.504013,0.384900,0.218154,0.225977,0.116918,0.744067,0.638406,0.536698,0.281239,0.264479,0.131220
train_House_Sparrow_0034,0.145081,1045.030999,0.372707,0.531074,0.298511,0.457207,0.163248,0.441718,0.167078,0.184034,0.176742,0.471637,0.727190,0.350034,0.249850,0.430952,0.183352,0.420217,0.487058,0.358647,0.349127,0.479098,0.302011
train_House_Sparrow_0035,0.132874,2348.606201,0.497060,0.473311,0.278344,0.458243,0.120923,0.398057,0.124169,0.125632,0.106016,0.548952,0.541004,0.299995,0.540958,0.510655,0.313204,0.510112,0.487734,0.311995,0.388219,0.353853,0.188182
train_House_Sparrow_0036,0.170410,3361.235500,0.610856,0.644158,0.692094,0.639641,0.205465,0.355447,0.156566,0.223859,0.281054,0.648674,0.681527,0.728251,0.603085,0.650889,0.710948,0.601440,0.656618,0.715754,0.590224,0.587597,0.613422
train_House_Sparrow_0037,0.051147,442.416251,0.589359,0.589259,0.534700,0.583066,0.239764,0.343987,0.248403,0.235053,0.247532,0.703186,0.694183,0.658686,0.822898,0.799847,0.737774,0.364596,0.383336,0.323045,0.466755,0.479668,0.419294
train_House_Sparrow_0038,0.091064,775.737859,0.642927,0.540543,0.482213,0.564467,0.113622,0.385984,0.145581,0.107183,0.105014,0.714924,0.560623,0.480218,0.679135,0.543804,0.466672,0.595147,0.517038,0.467838,0.582500,0.540708,0.514125
train_House_Sparrow_0039,0.096191,1987.741563,0.399246,0.364038,0.328157,0.370531,0.170364,0.365797,0.169840,0.170906,0.175852,0.415208,0.364900,0.313639,0.292464,0.257909,0.228799,0.417251,0.386971,0.344305,0.472061,0.446370,0.425885
train_House_Sparrow_0040,0.090027,932.451263,0.546796,0.479494,0.388213,0.489224,0.138680,0.386564,0.139456,0.141588,0.145639,0.550441,0.460286,0.365736,0.569863,0.484322,0.385611,0.474690,0.431620,0.358782,0.592188,0.541746,0.442723
train_House_Sparrow_0041,0.242493,3834.359245,0.565923,0.576717,0.580115,0.573863,0.190981,0.336737,0.177550,0.193182,0.228570,0.579163,0.590859,0.582848,0.563503,0.581356,0.572733,0.579842,0.587973,0.614997,0.541183,0.546682,0.549881
train_Red_winged_Blackbird_0000,0.102661,615.900261,0.499549,0.547377,0.404328,0.516777,0.147078,0.377175,0.142519,0.162268,0.123969,0.503925,0.551276,0.383337,0.503726,0.553518,0.407870,0.492201,0.543581,0.389722,0.498344,0.541132,0.436383
train_Red_winged_Blackbird_0001,0.228088,2140.495964,0.448361,0.474258,0.339857,0.451196,0.199228,0.375657,0.189328,0.202564,0.282306,0.399674,0.427732,0.336374,0.467788,0.483838,0.327594,0.449215,0.478916,0.435818,0.476768,0.506547,0.259643
train_Red_winged_Blackbird_0002,0.096375,696.586550,0.435749,0.450772,0.427754,0.443656,0.198973,0.342982,0.198691,0.198246,0.228932,0.446986,0.475247,0.501175,0.524154,0.570431,0.599081,0.397482,0.377804,0.309917,0.374374,0.379607,0.300844
train_Red_winged_Blackbird_0003,0.244019,4120.287114,0.515795,0.528471,0.459290,0.516811,0.231223,0.351481,0.226114,0.237782,0.239672,0.488722,0.486822,0.417192,0.580008,0.608639,0.527259,0.477139,0.478457,0.407946,0.517313,0.539965,0.484764
train_Red_winged_Blackbird_0004,0.041077,532.539674,0.366079,0.374170,0.350328,0.369034,0.101569,0.343093,0.109876,0.100180,0.097091,0.325348,0.355190,0.314154,0.294757,0.315299,0.298913,0.425147,0.412411,0.401837,0.419064,0.413779,0.386407
train_Red_winged_Blackbird_0005,0.049866,1001.836943,0.377430,0.501362,0.560871,0.471101,0.147471,0.389585,0.120152,0.157589,0.189110,0.387575,0.535050,0.614332,0.364975,0.490891,0.556658,0.347723,0.457328,0.505443,0.409447,0.522179,0.567052
