image_id,hog_pca_0,hog_pca_1,hog_pca_2,hog_pca_3,hog_pca_4,hog_pca_5,hog_pca_6,hog_pca_7,hog_pca_8,hog_pca_9,hog_pca_10,hog_pca_11,hog_pca_12,hog_pca_13,hog_pca_14,hog_pca_15,hog_pca_16,hog_pca_17,hog_pca_18,hog_pca_19,hog_pca_20,hog_pca_21,hog_pca_22,hog_pca_23,hog_pca_24,hog_pca_25,hog_pca_26,hog_pca_27,hog_pca_28,hog_pca_29,hog_pca_30,hog_pca_31,hog_pca_32,hog_pca_33,hog_pca_34,hog_pca_35,hog_pca_36,hog_pca_37,hog_pca_38,hog_pca_39,hog_pca_40,hog_pca_41,hog_pca_42,hog_pca_43,hog_pca_44,hog_pca_45,hog_pca_46,hog_pca_47,hog_pca_48,hog_pca_49,hog_pca_50,hog_pca_51,hog_pca_52,hog_pca_53,hog_pca_54,hog_pca_55,hog_pca_56,hog_pca_57,hog_pca_58,hog_pca_59,hog_pca_60,hog_pca_61,hog_pca_62,hog_pca_63,hog_pca_64,hog_pca_65,hog_pca_66,hog_pca_67,hog_pca_68,hog_pca_69,hog_pca_70,hog_pca_71,hog_pca_72,hog_pca_73,hog_pca_74,hog_pca_75,hog_pca_76,hog_pca_77,hog_pca_78,hog_pca_79,hog_pca_80,hog_pca_81,hog_pca_82,hog_pca_83,hog_pca_84,hog_pca_85,hog_pca_86,hog_pca_87,hog_pca_88,hog_pca_89,hog_pca_90,hog_pca_91,hog_pca_92,hog_pca_93,hog_pca_94,hog_pca_95,hog_pca_96,hog_pca_97,hog_pca_98,hog_pca_99
train_Blue_Jay_0019,0.896369,-0.359086,-0.752111,0.824339,-0.184891,0.620470,-0.301117,-0.186684,0.358582,-0.109236,0.118176,0.076384,0.267624,0.291034,0.279440,0.346982,-0.085293,-0.104283,0.457051,-0.210531,0.261532,0.403408,-0.197425,-0.196097,0.138064,0.259758,0.271972,-0.554422,-0.331522,0.040057,-0.384657,-0.200209,0.240854,-0.047321,-0.095996,-0.012431,0.007690,-0.278781,0.322589,0.059922,-0.354602,-0.191944,-0.433581,-0.387322,-0.425807,-0.306527,0.250795,0.302616,-0.310175,-0.410967,-0.123893,0.281500,-0.112080,-0.013980,-0.140075,0.296292,-0.101048,0.048454,-0.053847,0.184985,-0.496633,0.359120,-0.209869,-0.012691,0.631138,0.308715,-0.282105,0.286117,-0.109594,0.075449,0.138553,0.163685,0.090659,-0.135928,-0.347255,0.189784,0.206126,-0.294530,0.025365,0.051098,-0.264414,-0.258555,0.040793,0.257199,-0.277597,0.042897,-0.086079,-0.072006,-0.346928,-0.121280,0.256405,0.216822,-0.227851,0.169521,-0.114156,0.124102,-0.150313,0.102353,-0.417170,-0.052094
train_Blue_Jay_0020,-0.241734,-0.657197,-0.842197,0.373492,0.431242,-0.447917,0.213259,-0.252225,0.291164,-0.057951,-0.318239,0.028768,-0.081107,0.292007,0.182787,0.016576,0.220919,0.223808,0.236984,0.383715,0.251552,-0.143786,0.310207,0.049474,-0.134149,-0.215521,-0.245916,-0.042865,0.239388,0.083615,0.213549,-0.062252,0.098870,0.148261,0.122442,-0.378512,-0.176721,0.095883,0.217424,-0.009727,-0.060201,-0.297837,0.204438,0.213559,-0.291829,-0.152378,-0.549646,0.130569,0.319223,0.151251,-0.079581,-0.368236,0.054704,0.165058,-0.217484,0.321760,0.404866,-0.055224,-0.010477,0.345573,-0.091492,0.049584,0.030146,0.094679,-0.614184,0.207760,-0.110054,0.159813,0.662743,0.069308,0.370789,0.223091,0.064474,0.271204,0.147688,-0.173075,0.037763,0.055695,-0.090394,0.227422,0.113370,-0.074367,-0.280797,0.318000,0.292230,0.103121,-0.193634,0.123590,0.184668,0.077106,-0.296214,0.144913,0.208592,-0.154145,-0.152419,0.007197,-0.080127,-0.234109,-0.398350,-0.118495
train_Blue_Jay_0021,0.505979,0.094538,-0.551831,0.275173,-0.077151,-0.726440,0.429456,-0.075298,-0.428209,-0.204939,-1.076946,-0.239453,0.349872,-0.104563,0.224512,0.093956,-0.115882,-0.185207,-0.255844,0.008549,0.253093,-0.444180,0.236012,-0.259646,-0.326107,0.002949,0.457351,0.061265,0.285658,-0.180758,-0.184780,-0.670638,-0.004655,0.288615,-0.022825,0.226009,0.162780,-0.450802,-0.562677,0.391088,0.236047,-0.014003,-0.134393,-0.082471,0.249333,0.002468,0.291032,0.456912,-0.363019,-0.532573,-0.026081,-0.104384,0.219884,0.246011,0.254483,0.268092,0.076978,0.216554,0.161356,0.244509,-0.051558,-0.009327,-0.205897,-0.053335,-0.193689,-0.176566,-0.466886,0.211758,0.234590,0.250219,0.259649,-0.362057,-0.238329,-0.242364,-0.492832,-0.006718,-0.352191,0.259706,0.220216,0.310551,0.056007,-0.131259,-0.114596,0.215270,0.607339,-0.003223,0.309308,0.096070,0.066050,-0.231918,0.215793,-0.211537,0.081097,0.019061,0.004114,0.102567,0.068457,0.063526,-0.241619,-0.094561
train_Blue_Jay_0022,-0.333919,-0.337878,-0.301301,0.158291,-0.250994,-0.044782,0.178432,0.496755,0.202205,0.622828,0.605965,-0.823954,0.177739,-0.287619,-0.733980,0.428173,-0.326682,0.532945,0.083507,-0.675136,0.032842,0.419596,0.218037,-0.326852,-0.382339,-0.403292,-0.157110,-0.025987,0.098949,-0.205276,0.540373,-0.002761,0.297007,-0.047887,0.334660,-0.093961,-0.104608,0.070801,-0.288890,0.189455,0.019335,0.123272,0.058367,0.018640,0.051533,-0.087204,-0.380574,0.550082,0.427448,0.007977,0.378381,0.301094,0.104384,0.259884,-0.172133,0.020646,-0.127631,0.103390,-0.064287,0.257769,-0.485697,-0.052662,-0.171186,0.011055,0.357473,-0.118546,-0.051258,-0.404052,0.216206,-0.213076,0.228259,-0.187893,-0.011326,0.052664,-0.265252,-0.018040,0.134102,0.156956,-0.434057,0.386976,0.115461,0.185072,-0.538070,0.049160,0.453754,0.332172,0.051441,-0.053298,-0.105410,0.093863,0.040920,0.162589,-0.197321,-0.143980,-0.194888,-0.172227,0.051601,-0.013117,0.115320,0.267383
train_Blue_Jay_0023,-0.958992,0.722528,-0.527233,0.060640,0.183416,-0.183074,-0.445868,0.342562,-0.626256,0.323246,0.491375,-0.009719,0.769516,0.783543,0.473946,-0.578096,0.120019,-0.319367,0.960425,0.314272,-0.240724,0.310418,-0.357474,-0.051751,-0.235483,0.264572,-0.135965,0.720921,-0.449284,-0.090325,-0.365766,-0.029450,-0.115104,0.788313,-0.293449,-0.081167,-0.132386,0.297268,0.521490,0.367050,-0.026779,0.401230,0.218921,0.503841,0.505216,-0.346334,0.354746,0.173591,-0.233314,0.045798,0.213872,-0.046257,0.013559,-0.094398,0.017786,-0.383207,-0.047910,0.303001,0.037741,0.368550,-0.269312,0.160117,0.500155,0.120692,-0.439225,-0.439831,-0.001908,0.080937,-0.325877,-0.214702,-0.343068,0.104383,0.049051,0.072099,-0.414995,-0.353899,0.061599,0.102369,-0.178713,-0.271868,-0.409427,-0.403585,0.002146,0.205139,-0.083379,0.261539,0.346576,-0.061277,0.009623,-0.054071,-0.079107,0.239102,-0.309899,0.297680,-0.194548,-0.117571,0.004499,0.059286,-0.225635,-0.064208
train_Blue_Jay_0024,-0.181401,-0.529166,-0.761692,0.158632,-0.233825,0.118270,-0.139236,-0.186699,-0.525501,-0.106112,-0.037881,0.008078,0.031500,0.013168,0.292306,0.061096,-0.038042,0.108541,-0.002903,0.154649,-0.188545,-0.134015,0.170578,-0.006056,-0.109662,-0.085937,0.322629,-0.228083,-0.160236,-0.081830,0.203226,-0.356924,0.104414,0.074082,0.014961,-0.100957,-0.130504,-0.017438,-0.167624,0.136718,0.003859,0.367888,0.116912,0.137307,0.067867,-0.335161,0.183092,0.013443,0.312425,0.154595,0.144647,0.086598,-0.039212,-0.062449,0.230446,0.257828,-0.098788,-0.112403,-0.019096,0.060155,0.023478,0.183212,0.161022,-0.036835,-0.101582,-0.299111,0.011833,0.034293,-0.089078,0.144758,-0.165759,0.035266,0.145338,0.030756,-0.054235,-0.136401,0.059987,-0.052528,0.010031,-0.259437,-0.188623,0.102450,0.004068,0.023772,-0.273312,0.195559,-0.085967,-0.089317,-0.033701,-0.155640,0.038158,0.260672,-0.056017,0.024971,0.091072,-0.007879,0.006955,0.180970,0.400819,-0.121218
train_Blue_Jay_0025,-1.593300,-0.808601,0.140172,-0.028207,1.111086,0.553163,1.094062,-0.387250,0.083883,-0.653557,0.993430,-0.201524,-0.016924,-0.898548,-0.326065,-0.134228,-0.623546,-0.157359,0.448646,-0.576506,0.157121,-0.429725,-0.239576,-0.191829,-0.207701,-0.856761,-0.862366,0.627010,0.311952,-0.439327,-0.316658,-0.106637,0.000918,0.881868,-0.374312,0.366600,0.260204,0.129214,-0.246551,0.347232,-0.026149,0.051749,0.188653,-0.317731,-0.133367,-0.142097,0.186859,-0.231562,-0.057395,-0.092844,0.058792,0.045285,0.028037,-0.076989,-0.132277,0.295980,0.573519,0.119987,0.014907,0.266002,0.027350,0.110936,0.094394,0.096929,0.018283,0.403114,-0.488137,-0.309269,-0.417092,-0.453114,-0.073880,-0.071407,0.401122,-0.003821,-0.133034,-0.043558,0.165185,-0.199074,-0.531135,0.517914,-0.062323,0.159516,0.042757,-0.035301,0.143889,0.519205,-0.060781,0.024300,-0.240583,-0.291109,0.391477,0.063393,-0.149156,0.156907,-0.241125,-0.454956,0.053437,-0.125877,-0.089053,0.101312
train_Blue_Jay_0026,-1.349352,-0.986373,-0.259810,-0.325412,-0.436401,-0.539178,-0.504669,-0.288025,0.390918,-0.507791,0.004441,0.267729,0.107893,0.526767,-0.243264,0.111272,-0.423215,0.390773,-0.371055,-0.323751,0.150588,-0.088512,-0.140755,-0.008886,0.022108,-0.425709,-0.405917,-0.201053,0.537622,-0.421294,0.314579,0.229956,0.179191,-0.106694,0.077239,0.000530,-0.041043,-0.181785,0.254480,-0.147967,-0.378327,-0.018800,0.006472,0.316745,-0.239124,0.260357,-0.201295,-0.097171,-0.489793,-0.345917,-0.261599,-0.094825,-0.181614,0.223262,-0.177516,0.493679,0.117002,0.025083,0.187275,-0.185263,-0.352738,0.232351,0.072411,0.207339,-0.018778,-0.084988,0.161705,0.241478,-0.445350,0.155251,0.298261,0.288466,0.385241,-0.486711,-0.115284,0.107091,-0.162448,0.050727,0.174854,-0.203295,0.117051,-0.070844,-0.092882,0.030320,0.324111,-0.019442,0.078068,0.076047,-0.175387,0.157682,0.030842,-0.334016,0.166174,0.168501,0.032388,-0.084611,-0.018181,-0.038630,-0.321496,0.356457
train_Blue_Jay_0027,-0.546343,-1.436133,-0.121999,0.123612,-0.767892,0.747573,-0.076786,-0.262693,-0.087525,0.358013,0.425626,-0.035017,-0.000931,0.252026,-0.184267,0.460504,-0.196132,0.237660,-0.152205,0.378284,0.323083,-0.177939,0.310285,0.176203,-0.178602,-0.074213,0.051601,-0.381870,0.383884,-0.154207,0.008967,0.158982,0.046557,-0.206595,0.394126,-0.456786,-0.073625,0.071649,-0.125948,-0.331903,-0.339278,0.213129,-0.153553,-0.170007,-0.076896,0.132946,0.124567,0.065456,0.273804,-0.053853,-0.448337,-0.034120,-0.040613,-0.245320,0.267893,-0.124532,-0.209256,-0.184419,-0.259148,0.259030,-0.088742,-0.237596,0.211576,0.032874,-0.435234,-0.171610,-0.098153,-0.241628,0.175162,-0.345440,0.006447,0.098117,0.201197,0.093464,-0.099388,-0.089413,0.061447,-0.411140,0.158688,-0.184189,-0.002115,0.176976,-0.308760,-0.349906,-0.338610,0.078334,0.194857,-0.056533,-0.328773,0.200097,0.114067,-0.013558,-0.337040,0.206235,-0.291490,-0.248820,0.613136,0.326822,-0.051657,0.395284
train_Blue_Jay_0028,1.107253,1.559310,0.647495,1.958698,0.438477,-0.115882,-0.201704,0.687960,0.179876,0.468835,-0.304115,-0.202996,-0.074211,0.296804,0.263886,-0.323097,-0.206292,-0.571834,-0.411118,0.357363,-0.148546,0.453970,-0.191060,0.033381,0.076019,-0.220405,-0.438992,-0.523220,-0.523370,-0.724250,0.290420,-0.400540,0.401566,-0.352551,-0.221164,-0.577030,-0.269166,0.238608,-0.417627,0.165660,0.354544,0.393857,0.061541,-0.525113,-0.159830,-0.246092,-0.052700,-0.411421,-0.035613,0.487239,-0.105093,-0.141717,-0.211189,-0.431768,0.074736,0.047626,-0.218834,0.277431,0.003829,-0.290789,0.197200,-0.174721,0.042289,-0.129037,-0.371652,0.318324,-0.070429,-0.347380,-0.218939,-0.201951,0.121611,0.120343,-0.060842,-0.176353,-0.225739,0.069842,-0.177705,-0.071230,-0.015820,0.301852,-0.198903,-0.348035,0.046957,-0.000556,0.157464,0.090070,-0.073709,-0.166223,-0.036355,0.055950,0.145590,0.030076,0.104250,0.127234,-0.372729,0.082502,-0.006937,0.110525,-0.150522,0.046631
train_Blue_Jay_0029,-1.217811,-0.462768,-0.818316,0.091122,-0.488833,-0.388467,-0.014519,0.833700,-0.019518,0.069998,-0.003768,0.066066,-0.018348,0.131010,-0.272707,-0.140313,0.282324,0.389789,0.144152,0.388562,-0.512215,0.271961,0.047970,-0.333325,0.040627,0.001032,0.025379,-0.191353,-0.093352,-0.078252,0.161178,-0.318924,0.121976,0.089216,0.094667,-0.011421,0.024796,-0.068130,0.621477,0.312682,0.038743,-0.193723,-0.044233,-0.016087,-0.047193,-0.106648,-0.057516,-0.196548,0.048640,0.247502,-0.126206,0.079552,-0.143738,0.110167,-0.006547,0.193922,-0.115346,-0.076104,0.159125,0.027940,-0.181601,-0.065219,0.030574,0.121879,-0.074485,0.042617,-0.095062,-0.199686,0.505730,0.079450,-0.183545,0.046230,-0.181325,-0.087415,-0.046941,0.015479,-0.247221,-0.241787,-0.135698,-0.240419,-0.081756,0.030441,-0.178880,0.420289,-0.100061,0.292202,-0.050901,-0.000278,0.058041,0.210196,-0.252257,0.368623,-0.047304,-0.136318,0.023942,0.002161,-0.040797,-0.108848,-0.053147,0.034590
train_Blue_Jay_0030,-0.197546,-0.844125,-0.840968,-0.052234,0.041156,-0.168548,-0.371921,-0.277123,0.129238,-0.294728,-0.193765,-0.305009,-0.135281,0.253024,-0.026548,-0.067306,0.272851,0.063803,-0.166953,-0.040328,0.249117,-0.085454,-0.027774,-0.116910,0.039606,-0.022585,0.353628,0.082641,-0.214112,-0.054756,-0.051374,-0.147819,0.301632,0.131429,-0.100919,-0.037166,0.256525,0.062320,-0.076020,-0.149358,0.004577,-0.070085,-0.402863,0.090366,-0.130200,-0.210814,-0.185129,-0.125625,0.123225,-0.224596,0.155256,0.066286,0.351813,-0.067494,-0.038599,-0.051130,0.181941,0.151123,0.044956,-0.003239,-0.063263,0.015857,-0.104522,-0.173808,-0.051166,0.047362,-0.149394,-0.212712,0.058325,0.146154,-0.129840,-0.018441,-0.061583,-0.017490,-0.018421,-0.137019,-0.027906,0.067182,-0.112820,-0.007436,0.017624,-0.101150,-0.025171,-0.053070,0.094966,-0.072180,-0.089446,0.062152,-0.182241,0.109016,0.185024,-0.044162,-0.070481,-0.128198,-0.182749,-0.021817,-0.045858,0.183727,-0.062933,-0.036891
train_Blue_Jay_0031,1.606388,-0.449548,0.249275,-0.800649,-0.483887,-0.265346,-0.064722,-0.375759,0.012723,-0.569613,0.209391,-0.722272,1.156598,-0.088244,-0.170797,0.180260,0.482554,0.209881,0.356552,-0.110525,0.060615,-0.170696,-0.774400,-0.544099,0.664100,0.036164,0.431874,-0.001405,0.744000,0.380840,0.450067,0.536064,0.117091,-0.116828,-0.709866,0.439428,0.056100,-0.121616,-0.334841,-0.140033,-0.139180,0.433951,-0.350233,-0.083366,-0.342556,0.405260,-0.288989,-0.164831,-0.301932,0.389726,0.193811,0.199440,-0.191704,-0.607430,-0.330490,-0.095515,-0.136855,-0.118389,-0.252733,0.148197,-0.010395,-0.385414,-0.129171,-0.512637,0.370780,0.226845,0.222588,-0.272400,0.118858,0.104061,-0.641482,-0.061739,0.438896,0.124493,0.250758,-0.007101,-0.350307,0.430690,0.139790,-0.393953,-0.169261,-0.082364,0.280426,-0.116883,0.007350,-0.352229,0.023433,-0.038356,0.216024,-0.132188,-0.062168,-0.039145,-0.107912,-0.049770,-0.215701,-0.247110,0.344725,0.151600,-0.042120,-0.063374
train_Blue_Jay_0032,0.439121,0.789537,-0.066337,-0.049116,0.906661,0.179416,-1.370904,-0.003909,0.191344,0.448974,-0.601733,0.892434,0.117635,-0.346638,-0.189136,-0.619856,0.143419,-0.574925,0.699556,-0.518320,0.042140,0.669857,-0.608547,0.062546,-0.466195,-0.281464,0.906811,0.049511,-0.015214,0.067948,0.304447,0.485531,-0.616730,0.104312,0.358106,0.516101,-0.576041,-0.595078,0.362066,0.369031,-0.201786,0.745174,0.440741,0.725789,-0.096145,0.005772,0.051764,0.026414,0.322137,0.214014,-0.308038,0.376430,-0.461324,0.279567,0.183197,-0.475446,-0.043684,-0.117449,-0.442875,0.083457,-0.806641,-0.145546,0.140130,0.593638,-0.387400,-0.316150,-0.102051,-0.280364,0.036312,0.013810,-0.146497,0.050372,0.485875,-0.079093,0.346655,0.376893,-0.225545,0.366921,0.004362,0.066129,0.317875,0.105916,-0.212749,0.030884,-0.084668,-0.153305,-0.082100,-0.032129,-0.030170,0.206444,-0.152447,0.256376,-0.122921,-0.209140,-0.117658,0.331921,-0.130165,0.007538,0.339761,-0.191519
train_Blue_Jay_0033,2.144188,-0.362435,0.004065,-0.250794,-0.720516,0.132550,0.060239,0.218179,-0.097022,-0.491822,0.470245,0.225841,0.579038,-0.222445,-0.438503,0.353445,0.071410,0.024257,0.018832,0.182274,0.353200,-0.385625,-0.101806,0.224757,-0.318763,0.082994,-0.281943,0.331765,-0.323056,-0.010865,0.055029,0.147482,0.108866,0.166754,-0.325885,0.070132,-0.196709,-0.374468,-0.283104,-0.171971,0.397389,0.373292,0.130531,0.076451,0.155384,-0.097305,-0.065579,0.102770,-0.233875,-0.390813,-0.162451,-0.364249,-0.277772,-0.593577,-0.160222,-0.062136,0.198539,0.095010,-0.261107,0.103831,-0.061922,0.257435,0.169336,-0.265148,-0.057586,-0.118164,0.244394,-0.010739,-0.183985,0.055992,-0.337767,0.403985,-0.141057,0.207865,-0.123150,-0.027663,-0.361894,0.225192,0.073438,0.183255,0.038425,0.046886,-0.121010,0.330409,0.204880,-0.053939,-0.112293,-0.173899,0.134444,-0.252149,0.047554,0.199375,0.194800,0.052839,0.052121,-0.164130,-0.138677,-0.148702,0.125223,0.184418
train_Blue_Jay_0034,0.652809,-0.363929,-0.326899,-0.490270,-0.273363,-0.845649,-0.644281,0.423014,-0.212989,-0.538831,-0.073773,-0.249009,-0.421665,-0.130805,-0.262583,-0.504664,-0.347048,0.085044,-0.291772,-0.043752,0.073309,-0.554275,-0.186597,-0.082971,0.011162,0.008915,0.269825,-0.278512,-0.074190,0.033998,0.095963,-0.181643,0.295797,0.223483,-0.007188,-0.130445,0.038014,0.066463,0.194346,0.072229,-0.253249,-0.022107,-0.112857,0.059441,-0.018244,-0.051486,0.054993,0.009609,-0.031253,-0.203608,0.089082,-0.027625,0.187416,0.076470,-0.034146,-0.174490,-0.057810,0.065971,0.173314,-0.036593,0.112654,-0.152676,-0.165493,-0.066618,-0.016228,-0.007582,0.249599,0.158722,-0.056457,-0.240824,0.046112,0.154650,0.038528,0.111543,-0.062531,0.101158,0.198028,0.022032,-0.183695,-0.048340,0.181552,-0.085040,0.020107,0.006904,0.043506,0.013420,-0.195131,-0.007211,-0.031077,0.223864,-0.083943,0.134350,-0.159008,-0.130219,-0.044833,-0.003563,-0.092008,-0.041277,-0.051354,0.018671
train_Blue_Jay_0035,1.780244,-0.632203,-0.352533,-0.090581,0.154623,-0.247431,-0.366996,-0.241336,-0.482006,-0.165716,0.363632,0.332264,-0.172767,0.363835,-0.208379,-0.276175,0.364353,-0.325095,0.051193,-0.132649,-0.048577,-0.220038,-0.057188,0.190981,0.032451,0.370047,0.131345,0.064573,-0.136250,0.368228,0.046833,-0.217934,-0.193573,0.041773,0.003022,-0.468312,0.327219,-0.003452,-0.005977,0.386781,0.030786,-0.179416,0.112822,0.170153,0.114047,0.314197,0.026197,0.027173,0.129204,-0.071550,0.012555,0.091182,0.228076,0.083878,-0.160186,0.171144,-0.030614,0.057963,0.158390,-0.039599,0.047642,0.118482,-0.026759,0.021074,-0.034009,0.153660,0.149692,-0.118089,-0.034687,-0.191712,-0.053776,-0.126736,0.008499,-0.186007,0.082177,-0.073156,-0.014266,-0.028752,0.075820,-0.141242,-0.044838,0.005328,-0.252561,0.111569,-0.204548,-0.300471,0.227349,-0.108263,-0.057589,-0.225506,0.191314,0.043360,0.176008,0.154478,-0.148919,-0.162229,-0.065880,-0.066589,0.107166,-0.093902
train_Blue_Jay_0036,0.351360,1.467157,-0.522251,-0.276330,-0.157415,-0.333187,0.661323,0.694123,-0.253793,0.334005,-0.474855,-0.239210,-0.415695,0.491456,-0.100954,0.104664,-0.532272,-0.852790,-0.710666,-0.066173,0.240002,0.927980,0.476812,-0.403705,0.173174,-0.457613,0.462795,-0.060121,-0.500482,-0.038020,-0.104425,-1.060007,0.332136,0.323413,-0.105942,-0.101140,0.106820,0.190356,0.285273,-0.041910,-0.028935,-0.359179,0.108208,-0.238910,-0.406064,-0.173198,0.273420,0.055885,-0.042319,-0.249768,-0.323450,-0.127820,-0.083248,0.181491,-0.203653,-0.375947,-0.239690,-0.309786,-0.194874,-0.029177,0.004124,0.106006,-0.153207,0.106615,0.315589,-0.168814,0.037980,0.131723,-0.168815,0.290017,0.035307,0.085715,-0.135397,-0.066435,0.145313,-0.567904,-0.093935,-0.240969,0.146598,0.402257,0.156372,0.091654,0.555504,0.024519,0.579273,0.238085,0.155590,0.157384,-0.009652,-0.049330,-0.434654,-0.075358,0.344004,-0.387838,0.144112,0.088968,0.314989,0.356302,0.172153,0.154683
train_Blue_Jay_0037,1.953635,-0.246490,-0.737548,0.078982,-0.193511,-0.215996,-0.165962,0.241372,-0.197122,0.197455,-0.082014,-0.210751,0.157881,-0.168194,0.012167,0.051073,-0.150890,0.040967,0.097333,-0.124973,-0.132842,-0.418649,-0.014131,-0.368326,0.042358,0.339423,0.197288,-0.048576,0.031983,0.007889,0.223521,-0.251972,0.126632,-0.297988,-0.062703,-0.030030,-0.083820,0.079809,-0.428653,-0.050611,-0.170798,-0.143091,-0.218631,-0.079698,0.180786,0.159617,0.173526,-0.030978,-0.037652,-0.102203,-0.115901,0.091577,-0.092907,0.007647,-0.088274,-0.117025,0.091665,0.131550,-0.036268,0.148391,-0.108363,0.015053,0.020704,-0.090551,0.302708,0.284309,0.046242,-0.021341,-0.144329,-0.064927,-0.021588,-0.084906,-0.187040,-0.089139,0.043876,0.100153,-0.039553,-0.005335,0.018428,0.023338,-0.177852,0.088552,0.146186,-0.013190,-0.149635,-0.055803,0.065109,-0.119025,-0.062664,0.000828,0.206980,-0.028299,-0.040929,0.022528,-0.030962,0.047686,0.066922,0.082635,0.029660,0.076701
train_Blue_Jay_0038,0.164398,-0.746003,-0.322339,-0.597430,0.128639,-0.575071,0.216363,0.718804,-0.259444,-0.069390,-0.289794,-0.182002,0.104239,-0.345189,-0.632265,0.389327,0.373872,-0.288739,-0.658219,0.104278,0.124963,-0.329435,-0.541057,0.230555,-0.232366,-0.039610,0.223396,0.164492,-0.201390,-0.008241,0.365538,-0.260883,-0.007828,0.422061,0.167395,0.084812,0.361965,0.310076,0.332672,-0.317324,-0.102008,-0.452197,-0.062643,-0.035389,-0.398589,0.116967,-0.004647,0.019816,0.265005,-0.029862,-0.044628,-0.044196,-0.006565,-0.199842,-0.009204,0.012168,0.384817,0.033833,0.133398,-0.181167,-0.215985,-0.177231,-0.197759,-0.217115,-0.055422,-0.214047,-0.205013,0.433576,-0.046613,-0.096074,-0.065667,0.210376,-0.029402,0.047028,0.300073,0.162503,-0.193480,-0.120363,0.132646,-0.261979,0.079583,-0.216898,0.176207,0.072326,0.060129,-0.147131,0.070823,-0.040483,0.121961,-0.047246,-0.169804,0.097162,0.043119,0.103429,-0.123407,0.048934,-0.119484,0.119225,-0.068389,-0.267244
train_Blue_Jay_0039,-0.864332,-0.757487,-0.947668,0.180077,0.037676,0.687056,0.179885,-0.015979,0.232375,-0.121522,-0.143772,-0.047965,-0.334732,-0.055248,-0.168179,0.092187,-0.032730,0.097313,-0.029564,0.228571,-0.209318,-0.337410,0.225925,0.132792,0.549038,-0.327737,-0.071253,0.307528,0.020382,-0.443488,-0.153336,0.032642,0.205596,0.121982,0.116641,-0.122512,-0.087816,-0.118193,0.241380,-0.120635,0.349514,-0.034536,0.416943,-0.191647,0.062336,0.200307,-0.293007,-0.131531,0.255400,0.159946,0.511097,0.211974,-0.046525,0.059733,-0.276005,-0.270775,-0.085779,-0.422653,0.105325,0.365544,-0.047076,-0.141072,0.194816,0.067489,0.036779,0.314003,-0.186091,-0.121508,-0.138107,0.026729,-0.239236,-0.170418,0.070417,0.113760,-0.131929,-0.334564,0.182929,0.468188,-0.013264,-0.180643,0.056005,0.015097,-0.022138,0.081028,-0.105155,0.172438,-0.162605,-0.219225,0.372989,-0.039634,-0.496286,0.044354,-0.149083,-0.275365,-0.038880,0.299585,0.473523,-0.044754,0.137361,-0.221790
train_Blue_Jay_0040,-0.255394,-0.507801,-1.048280,0.139254,-0.083980,-0.473191,-0.097444,0.038437,-0.254618,-0.049589,-0.217058,-0.202845,-0.222168,0.446458,-0.166339,-0.069877,0.063377,0.020894,0.286754,0.155735,-0.032612,0.037675,0.219402,-0.063824,0.076738,-0.012131,0.060465,-0.123519,0.218091,0.192954,0.238022,-0.015281,0.127690,-0.034935,0.102285,-0.250393,-0.074098,0.095115,0.028424,-0.144433,0.030786,-0.074858,-0.141300,-0.061267,0.032354,-0.061655,0.160430,-0.223439,0.026673,-0.122986,-0.091705,0.009677,-0.038931,-0.123469,0.176159,0.091542,-0.092861,0.054374,0.136481,0.146089,-0.009564,0.156419,0.035300,0.018489,0.143792,0.057035,0.018535,-0.077430,0.024712,-0.131337,0.073682,0.061766,-0.104495,0.089715,-0.003240,0.061973,0.005460,0.031450,-0.054834,0.088878,0.003481,-0.159214,0.129851,0.232802,0.058534,0.129705,0.133754,-0.005660,0.067703,0.190009,-0.115569,-0.060699,-0.110593,-0.081185,-0.200785,0.049905,-0.091561,-0.055053,0.110636,0.077786
train_Blue_Jay_0041,1.693053,0.171925,0.441474,-0.413777,1.451075,-0.282541,-0.899814,0.088894,-1.221606,0.758624,-0.091504,0.434927,0.034313,0.048633,-0.385081,0.063080,0.070287,0.301550,-0.501766,0.033342,0.039767,-0.390332,-0.106405,0.363987,0.252766,-0.123709,0.451356,0.111194,0.048140,0.047758,0.159795,-0.206139,-0.142062,-0.119689,-0.023407,-0.530891,-0.140823,0.424604,-0.257334,-0.064267,-0.280187,0.645069,0.314537,0.111856,-0.156624,0.188860,-0.172900,1.001509,0.297072,0.392932,0.131394,0.154070,0.154874,-0.473608,0.391727,0.347366,0.143741,0.012976,-0.207000,0.082367,-0.101752,0.437390,-0.301141,0.078011,-0.136441,-0.162626,-0.148596,-0.118515,0.152155,-0.002261,0.346962,0.323208,-0.059438,0.043685,0.003508,-0.555088,0.704452,-0.164115,-0.273404,-0.080577,0.017336,-0.004369,0.312629,0.288276,-0.074453,-0.023780,-0.073569,0.091118,0.032479,-0.032507,-0.290843,-0.222311,-0.403709,-0.157743,0.158256,0.006740,-0.291126,-0.091564,0.329109,0.034662
