image_id,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,color_24,color_25,color_26,color_27,color_28,color_29,color_30,color_31,color_32,color_33,color_34,color_35,color_36,color_37,color_38,color_39,color_40,color_41,color_42,color_43,color_44,color_45,color_46,color_47,color_48,color_49,color_50,color_51,color_52,color_53,color_54,color_55,color_56,color_57,color_58,color_59,color_60,color_61,color_62,color_63,color_64,color_65,color_66,color_67,color_68,color_69,color_70,color_71,color_72,color_73,color_74,color_75,color_76,color_77,color_78,color_79,color_80,color_81,color_82,color_83,color_84,color_85,color_86,color_87,color_88,color_89,color_90,color_91,color_92,color_93,color_94,color_95
train_House_Sparrow_0012,0.000000,0.000183,0.000916,0.010864,0.015930,0.018738,0.015076,0.016296,0.015991,0.022217,0.027527,0.025146,0.023682,0.024902,0.025635,0.031921,0.037659,0.045654,0.055237,0.063293,0.079590,0.077026,0.063171,0.048035,0.036133,0.030884,0.027283,0.028809,0.028320,0.026550,0.031799,0.045532,0.000000,0.000122,0.000916,0.009277,0.028198,0.020630,0.018372,0.019531,0.026550,0.028809,0.028748,0.027893,0.028564,0.038452,0.050110,0.058838,0.064270,0.062439,0.062500,0.054626,0.058167,0.056213,0.054199,0.046143,0.040222,0.029785,0.022400,0.021240,0.017273,0.012268,0.007324,0.005920,0.000427,0.003357,0.020325,0.037964,0.034058,0.032959,0.043274,0.045410,0.046204,0.048950,0.057251,0.060303,0.062073,0.065430,0.058838,0.047729,0.044067,0.048157,0.049194,0.051697,0.040283,0.033813,0.027039,0.017456,0.011169,0.007263,0.003662,0.001038,0.000488,0.000122,0.000000,0.000000
train_House_Sparrow_0013,0.000000,0.000122,0.000549,0.000916,0.000671,0.001648,0.001770,0.003357,0.013428,0.031555,0.055664,0.079956,0.094116,0.099976,0.104858,0.104004,0.094910,0.055725,0.053223,0.041260,0.040283,0.037231,0.030396,0.020020,0.016113,0.012634,0.003662,0.001038,0.000488,0.000244,0.000122,0.000061,0.000000,0.000366,0.001099,0.002075,0.002930,0.010925,0.051819,0.079346,0.102783,0.101562,0.114258,0.109802,0.081726,0.050964,0.045837,0.042480,0.037659,0.035828,0.037170,0.030823,0.024841,0.018127,0.012939,0.002808,0.000671,0.000610,0.000183,0.000244,0.000122,0.000000,0.000000,0.000000,0.000305,0.001282,0.003784,0.025452,0.086304,0.123169,0.118408,0.119507,0.120422,0.075012,0.051758,0.045166,0.044861,0.037903,0.036011,0.031799,0.028931,0.021912,0.018738,0.006226,0.001709,0.000366,0.000427,0.000305,0.000122,0.000061,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000
train_House_Sparrow_0014,0.000061,0.000610,0.001709,0.003052,0.003174,0.005676,0.016968,0.089600,0.086426,0.070679,0.063782,0.059448,0.080811,0.107910,0.138733,0.112244,0.073853,0.047485,0.018250,0.007263,0.005371,0.003296,0.002258,0.000793,0.000366,0.000122,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.001099,0.003418,0.003906,0.006042,0.006042,0.015625,0.072144,0.128174,0.102295,0.074951,0.070984,0.062866,0.072021,0.080811,0.078674,0.078674,0.058655,0.040527,0.028748,0.012207,0.001404,0.000366,0.000305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001099,0.006042,0.007324,0.020020,0.042053,0.061279,0.126221,0.155762,0.114197,0.065430,0.035828,0.025940,0.025330,0.026794,0.025513,0.026611,0.036316,0.045349,0.044373,0.037354,0.028137,0.020142,0.015381,0.006958,0.000549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_House_Sparrow_0015,0.000000,0.000183,0.002136,0.015564,0.025085,0.023804,0.021973,0.021301,0.019714,0.020447,0.019104,0.022339,0.020325,0.019165,0.019714,0.019897,0.018677,0.020508,0.016541,0.019104,0.019592,0.018066,0.019043,0.179077,0.368896,0.027466,0.010925,0.006226,0.003784,0.001099,0.000244,0.000000,0.000000,0.000183,0.001953,0.013062,0.025024,0.024597,0.022278,0.023926,0.023254,0.023071,0.025269,0.020325,0.023254,0.024658,0.021362,0.023071,0.021729,0.021057,0.023987,0.020935,0.018005,0.012573,0.013550,0.011597,0.025574,0.483948,0.044861,0.006042,0.000854,0.000000,0.000000,0.000000,0.000000,0.000183,0.006531,0.063110,0.072571,0.059326,0.041321,0.035767,0.025635,0.019531,0.016357,0.012878,0.010437,0.010010,0.010803,0.008545,0.008179,0.007385,0.006897,0.005920,0.006226,0.006042,0.005371,0.005676,0.007202,0.071167,0.458496,0.016296,0.002014,0.000122,0.000000,0.000000
train_House_Sparrow_0016,0.001221,0.001282,0.001770,0.001953,0.002136,0.001038,0.002136,0.002197,0.002075,0.002502,0.003113,0.003113,0.004578,0.005737,0.005371,0.006531,0.008240,0.009521,0.015137,0.018005,0.018799,0.023132,0.033142,0.065735,0.094482,0.095825,0.098267,0.075684,0.105286,0.191162,0.073975,0.026855,0.001465,0.002014,0.001404,0.001770,0.002380,0.002747,0.002808,0.002563,0.004150,0.004089,0.005676,0.005920,0.008423,0.008545,0.009888,0.012756,0.018494,0.018799,0.020569,0.036316,0.119812,0.130249,0.113525,0.106018,0.181946,0.092285,0.025635,0.021179,0.016846,0.004639,0.002747,0.014343,0.005798,0.005066,0.005798,0.005554,0.005615,0.006775,0.008545,0.007996,0.009033,0.009644,0.013489,0.036743,0.063293,0.088501,0.097900,0.081909,0.110535,0.135620,0.121826,0.054504,0.026428,0.017578,0.015442,0.015686,0.012390,0.010864,0.006531,0.001770,0.001465,0.001526,0.006897,0.009277
train_House_Sparrow_0017,0.003784,0.009277,0.009216,0.016846,0.031189,0.039612,0.070129,0.096680,0.112183,0.111816,0.064758,0.041260,0.033508,0.030090,0.017517,0.013489,0.017090,0.016113,0.017273,0.023010,0.026611,0.026245,0.022705,0.020447,0.022217,0.022034,0.021545,0.019897,0.017456,0.014343,0.008423,0.003235,0.002991,0.010559,0.009216,0.012756,0.017090,0.027466,0.045959,0.073181,0.110535,0.125793,0.107605,0.070984,0.040283,0.030823,0.025024,0.023804,0.028015,0.031555,0.030029,0.025024,0.023926,0.021423,0.018250,0.018066,0.016296,0.013306,0.013306,0.011230,0.006042,0.005249,0.002563,0.001648,0.039368,0.038452,0.047302,0.062622,0.073120,0.073059,0.079956,0.087463,0.086914,0.045349,0.027039,0.028870,0.025024,0.018860,0.018188,0.016052,0.024353,0.023926,0.026062,0.022461,0.020203,0.020020,0.018799,0.015869,0.012390,0.012024,0.011292,0.008850,0.006958,0.004517,0.002991,0.001648
train_House_Sparrow_0018,0.001404,0.003723,0.010193,0.013550,0.009827,0.007263,0.007690,0.007568,0.006775,0.007568,0.009705,0.008423,0.011719,0.025146,0.034546,0.044495,0.103882,0.153015,0.271851,0.160583,0.023804,0.013000,0.012024,0.014099,0.011292,0.010620,0.008057,0.005005,0.002258,0.000732,0.000183,0.000000,0.004883,0.007202,0.012451,0.011536,0.009827,0.008362,0.008423,0.007263,0.009033,0.009766,0.010986,0.011780,0.017883,0.026855,0.032593,0.064026,0.080322,0.087158,0.100769,0.118774,0.154663,0.153137,0.030396,0.009399,0.005981,0.003723,0.002075,0.000427,0.000305,0.000000,0.000000,0.000000,0.018066,0.017029,0.013245,0.011475,0.012512,0.013428,0.014954,0.015015,0.015930,0.014893,0.015686,0.015747,0.015259,0.024719,0.040344,0.052185,0.052002,0.053833,0.061218,0.057739,0.072327,0.075989,0.108521,0.091980,0.098145,0.017578,0.000183,0.000000,0.000000,0.000000,0.000000,0.000000
train_House_Sparrow_0019,0.000000,0.000000,0.000916,0.003418,0.005188,0.005676,0.011047,0.014587,0.021729,0.029724,0.038757,0.049744,0.060913,0.075378,0.092346,0.098816,0.098938,0.095093,0.083923,0.069641,0.045593,0.031067,0.021301,0.014771,0.012085,0.007690,0.004150,0.002380,0.001648,0.001343,0.001038,0.001099,0.000000,0.000000,0.000549,0.003723,0.004822,0.007019,0.011902,0.016663,0.022522,0.028564,0.034851,0.040649,0.049561,0.058533,0.072754,0.075134,0.083862,0.090820,0.087708,0.085754,0.068359,0.051941,0.032776,0.024414,0.017273,0.010864,0.007202,0.004150,0.002747,0.001831,0.001648,0.001404,0.000000,0.000061,0.000244,0.003601,0.008972,0.015198,0.021912,0.029175,0.035767,0.043091,0.054688,0.061035,0.065613,0.075134,0.077515,0.079041,0.077148,0.070557,0.066528,0.062195,0.043945,0.033813,0.022034,0.015747,0.011719,0.009094,0.006226,0.003601,0.001953,0.001465,0.000854,0.002075
train_House_Sparrow_0020,0.000305,0.010254,0.042480,0.045654,0.026245,0.020264,0.019104,0.019653,0.022278,0.022156,0.025330,0.026917,0.042847,0.040588,0.035461,0.031677,0.035217,0.035706,0.033508,0.034851,0.040833,0.043274,0.047302,0.059875,0.066162,0.057861,0.027588,0.007568,0.006653,0.007446,0.008667,0.056274,0.000549,0.037048,0.059021,0.028870,0.024597,0.023926,0.024231,0.029480,0.048401,0.027893,0.024536,0.026550,0.029541,0.030579,0.033936,0.030334,0.028809,0.028687,0.028625,0.032837,0.031433,0.039124,0.045715,0.061096,0.067139,0.053528,0.028870,0.017334,0.016663,0.020569,0.016663,0.003418,0.002747,0.065430,0.044312,0.034851,0.045593,0.065552,0.054626,0.040710,0.042297,0.039062,0.035645,0.027649,0.025146,0.021545,0.021362,0.018738,0.015808,0.015259,0.015259,0.016357,0.021851,0.025452,0.039307,0.051819,0.058899,0.066650,0.048523,0.024170,0.009338,0.003296,0.002136,0.000610
train_House_Sparrow_0021,0.005432,0.028992,0.030579,0.036865,0.049255,0.066284,0.076233,0.091064,0.097595,0.090576,0.090881,0.091431,0.078552,0.045410,0.030396,0.028748,0.027893,0.017822,0.008667,0.002014,0.001648,0.000793,0.000488,0.000305,0.000122,0.000244,0.000366,0.000244,0.000183,0.000305,0.000427,0.000183,0.000183,0.001343,0.008240,0.020691,0.038391,0.043579,0.043518,0.052979,0.059265,0.059875,0.061707,0.057068,0.064575,0.076172,0.086609,0.065857,0.050415,0.048706,0.050415,0.050476,0.014709,0.013733,0.012817,0.011780,0.004578,0.000427,0.000244,0.000366,0.000183,0.000549,0.000488,0.000061,0.044373,0.109253,0.112549,0.127441,0.118042,0.099365,0.081238,0.080688,0.057800,0.041992,0.029480,0.023743,0.023743,0.018616,0.010925,0.006226,0.004944,0.003906,0.001465,0.000977,0.000488,0.000244,0.000244,0.000305,0.000366,0.000183,0.000427,0.000305,0.000427,0.000244,0.000000,0.000000
train_House_Sparrow_0022,0.038452,0.001709,0.001770,0.005920,0.005371,0.014587,0.011047,0.018860,0.025696,0.024597,0.025269,0.027893,0.028198,0.026855,0.032593,0.029419,0.030151,0.018005,0.020325,0.027039,0.017761,0.022217,0.021973,0.028442,0.045532,0.043945,0.053711,0.067200,0.068970,0.107544,0.073303,0.035645,0.038452,0.001892,0.007690,0.013428,0.023621,0.031067,0.032593,0.039917,0.043884,0.033020,0.025024,0.025635,0.019043,0.017029,0.015869,0.016541,0.028137,0.021484,0.025269,0.028259,0.024353,0.025574,0.026672,0.032104,0.051453,0.040649,0.044128,0.059021,0.064209,0.078674,0.038269,0.027039,0.037903,0.002258,0.007019,0.052734,0.087463,0.067749,0.055359,0.054016,0.042419,0.030273,0.021118,0.018860,0.017273,0.020264,0.017273,0.019104,0.024536,0.017639,0.018372,0.022156,0.016602,0.018311,0.019287,0.020264,0.035095,0.024414,0.027527,0.042053,0.040710,0.043030,0.052368,0.026550
train_House_Sparrow_0023,0.022400,0.034241,0.032288,0.026245,0.017944,0.016785,0.016418,0.016113,0.014038,0.014832,0.013977,0.014587,0.012939,0.017090,0.232605,0.401428,0.048950,0.009583,0.007141,0.007629,0.005615,0.005615,0.004089,0.003296,0.002319,0.001038,0.000427,0.000244,0.000122,0.000000,0.000000,0.000000,0.023132,0.043335,0.037231,0.029846,0.023376,0.020874,0.018982,0.017639,0.013916,0.013977,0.013428,0.011780,0.010010,0.009521,0.007812,0.007019,0.008545,0.007263,0.005066,0.007080,0.006897,0.008728,0.450195,0.200867,0.003296,0.000183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030640,0.065796,0.053467,0.035522,0.024170,0.020691,0.017029,0.011963,0.009460,0.007202,0.006836,0.006531,0.004333,0.004028,0.004211,0.003662,0.003479,0.003418,0.003235,0.002869,0.004272,0.003540,0.003235,0.004761,0.002869,0.006042,0.007996,0.245422,0.398682,0.004456,0.000183,0.000000
train_House_Sparrow_0024,0.000366,0.003052,0.018555,0.020142,0.027161,0.029541,0.020691,0.019470,0.015686,0.033264,0.096008,0.133423,0.086548,0.053894,0.050171,0.049072,0.049255,0.046021,0.033997,0.030396,0.025208,0.026062,0.039307,0.068115,0.022705,0.001587,0.000244,0.000000,0.000061,0.000000,0.000000,0.000000,0.000427,0.003845,0.018616,0.015015,0.021240,0.017883,0.028198,0.056641,0.102051,0.119263,0.106995,0.067444,0.043274,0.032715,0.026611,0.023376,0.023560,0.041260,0.039062,0.031982,0.025818,0.032898,0.071350,0.047974,0.001648,0.000305,0.000366,0.000061,0.000122,0.000000,0.000000,0.000000,0.000000,0.010193,0.015930,0.014465,0.015869,0.018860,0.049500,0.102234,0.101318,0.143372,0.100464,0.056763,0.030701,0.018982,0.018127,0.017151,0.016602,0.026001,0.030701,0.025146,0.022278,0.020142,0.028870,0.064880,0.049744,0.001587,0.000000,0.000000,0.000122,0.000000,0.000000,0.000000
train_House_Sparrow_0025,0.002502,0.015747,0.023376,0.020752,0.022827,0.027527,0.030884,0.031006,0.032043,0.033142,0.035461,0.038086,0.038391,0.036377,0.036377,0.037048,0.037170,0.037659,0.041931,0.043457,0.073792,0.050293,0.042786,0.041565,0.030823,0.026367,0.025330,0.019226,0.017517,0.014038,0.012939,0.023560,0.002625,0.012085,0.016846,0.019043,0.023621,0.025146,0.030334,0.031799,0.038635,0.041504,0.038574,0.044006,0.039612,0.042542,0.037659,0.034119,0.032471,0.034851,0.028687,0.031616,0.042175,0.071716,0.043945,0.039124,0.037170,0.033508,0.032593,0.023254,0.018616,0.016296,0.011047,0.024780,0.034912,0.058838,0.052002,0.054565,0.054382,0.056152,0.060852,0.055664,0.050171,0.051575,0.044067,0.047607,0.037170,0.032288,0.031128,0.026367,0.022766,0.020569,0.018616,0.016296,0.014709,0.014954,0.024475,0.048767,0.013733,0.009094,0.007324,0.008057,0.005066,0.005981,0.006226,0.015625
train_House_Sparrow_0026,0.000366,0.000183,0.000305,0.000610,0.001221,0.002319,0.005249,0.008179,0.015991,0.022888,0.026672,0.026062,0.024719,0.020996,0.018982,0.013367,0.007935,0.007324,0.006653,0.005737,0.004211,0.004517,0.004761,0.005310,0.006165,0.010742,0.023804,0.055176,0.143066,0.294434,0.209595,0.022461,0.000549,0.000488,0.000977,0.002075,0.005005,0.007874,0.013916,0.025269,0.026978,0.025146,0.019287,0.013977,0.017517,0.018921,0.017212,0.011902,0.006348,0.004150,0.004456,0.004150,0.003540,0.004395,0.005005,0.008789,0.016174,0.032593,0.070557,0.179749,0.282593,0.150024,0.019409,0.000977,0.001465,0.001892,0.007019,0.011902,0.025452,0.031677,0.026489,0.017395,0.013611,0.011292,0.010742,0.013184,0.015503,0.013428,0.011169,0.007202,0.003784,0.004333,0.004211,0.004333,0.006104,0.009705,0.017273,0.027893,0.053528,0.113220,0.201782,0.232300,0.090332,0.010864,0.000732,0.000183
train_House_Sparrow_0027,0.001343,0.003235,0.006104,0.008362,0.009399,0.009155,0.009521,0.008606,0.010925,0.020264,0.040161,0.065308,0.135193,0.193481,0.183716,0.126343,0.053650,0.020447,0.012817,0.011780,0.009766,0.008057,0.007141,0.007202,0.005676,0.006775,0.005737,0.006287,0.005493,0.003479,0.002808,0.001770,0.001892,0.005310,0.007385,0.009644,0.009338,0.019714,0.044617,0.078308,0.168396,0.212646,0.142700,0.096863,0.031921,0.022583,0.021545,0.020081,0.015930,0.012207,0.010986,0.010498,0.008423,0.006226,0.005188,0.005676,0.005615,0.005798,0.004883,0.004456,0.004272,0.003235,0.002136,0.001526,0.001587,0.005432,0.009277,0.019226,0.059326,0.112732,0.190491,0.180542,0.119629,0.080383,0.035583,0.020935,0.024963,0.024109,0.022034,0.017456,0.013184,0.009644,0.008057,0.006836,0.005615,0.005432,0.004883,0.004028,0.004944,0.003235,0.003784,0.002625,0.001282,0.000793,0.000854,0.001099
train_House_Sparrow_0028,0.253906,0.005249,0.008972,0.010010,0.013306,0.012573,0.014832,0.017822,0.021606,0.031921,0.033447,0.038513,0.037170,0.036499,0.036255,0.037842,0.036865,0.041626,0.042542,0.045715,0.042664,0.040466,0.034912,0.027588,0.021423,0.014587,0.012634,0.010925,0.008118,0.003418,0.002686,0.003906,0.256592,0.008667,0.011230,0.015198,0.025146,0.028931,0.028442,0.029907,0.030518,0.028137,0.027832,0.027222,0.025818,0.025269,0.026428,0.026733,0.030701,0.031738,0.035400,0.038574,0.037048,0.041504,0.038635,0.035828,0.029602,0.024414,0.016296,0.009766,0.003418,0.001282,0.001221,0.002502,0.262085,0.013489,0.023071,0.025696,0.032410,0.031433,0.028442,0.031006,0.024475,0.025085,0.022583,0.021851,0.023071,0.023071,0.022705,0.020874,0.023132,0.024414,0.027161,0.028320,0.030457,0.030701,0.027832,0.032166,0.034424,0.034241,0.024414,0.021484,0.015869,0.008911,0.002686,0.002441
train_House_Sparrow_0029,0.000122,0.000610,0.002808,0.005188,0.005981,0.017517,0.044128,0.050720,0.076538,0.084778,0.087036,0.087646,0.073242,0.057617,0.022095,0.013977,0.014465,0.015564,0.011353,0.012268,0.017029,0.019287,0.010193,0.011475,0.012024,0.012756,0.016418,0.020142,0.021545,0.026550,0.034180,0.114746,0.000061,0.000732,0.002747,0.005676,0.007385,0.014954,0.021362,0.049683,0.048462,0.094360,0.092834,0.104736,0.083191,0.067139,0.024902,0.013916,0.014160,0.016418,0.012085,0.011414,0.017944,0.017944,0.009949,0.011353,0.012390,0.013550,0.016235,0.018372,0.022278,0.023621,0.034729,0.115417,0.000061,0.000366,0.003479,0.005432,0.006165,0.014587,0.023682,0.046082,0.083069,0.175842,0.146362,0.068054,0.016418,0.022888,0.013855,0.014832,0.013306,0.013489,0.010010,0.011047,0.019043,0.020264,0.010498,0.013184,0.014404,0.014221,0.013611,0.016113,0.020325,0.020874,0.034485,0.113953
train_House_Sparrow_0030,0.000000,0.000183,0.000427,0.001160,0.000854,0.001709,0.002563,0.005493,0.008850,0.012878,0.018616,0.023071,0.036682,0.047791,0.062195,0.069641,0.076355,0.081604,0.079773,0.079590,0.074646,0.068420,0.060059,0.050903,0.043335,0.035828,0.022339,0.014648,0.009521,0.005920,0.003235,0.001709,0.000061,0.000244,0.000610,0.001038,0.003540,0.006531,0.007751,0.009521,0.010803,0.014832,0.020142,0.024780,0.035950,0.045837,0.062683,0.074402,0.087341,0.094116,0.098328,0.096191,0.086060,0.071411,0.055725,0.035522,0.025879,0.013000,0.007446,0.005005,0.002747,0.001892,0.000549,0.000061,0.000000,0.000427,0.001465,0.003723,0.008606,0.015137,0.022827,0.032104,0.041748,0.058350,0.076782,0.083923,0.085083,0.092529,0.086548,0.080811,0.070923,0.057495,0.048523,0.040771,0.029358,0.020569,0.014465,0.009583,0.006714,0.003967,0.003784,0.001770,0.001038,0.000549,0.000244,0.000183
train_House_Sparrow_0031,0.000671,0.000854,0.000305,0.000977,0.001770,0.002563,0.003967,0.005371,0.007812,0.006653,0.007507,0.010132,0.009827,0.010742,0.015015,0.017639,0.019409,0.018860,0.019836,0.020264,0.023132,0.024719,0.068054,0.369812,0.152832,0.131348,0.049561,0.000366,0.000000,0.000000,0.000000,0.000000,0.000854,0.001221,0.001770,0.004089,0.006409,0.008484,0.010376,0.009949,0.010071,0.012268,0.013489,0.014648,0.017578,0.018127,0.018860,0.018127,0.021484,0.024292,0.022766,0.014465,0.008728,0.004578,0.003784,0.003235,0.004028,0.005188,0.526794,0.186646,0.007629,0.000061,0.000000,0.000000,0.001160,0.002319,0.005981,0.013611,0.015198,0.019226,0.019836,0.020691,0.021545,0.022339,0.021667,0.024292,0.018433,0.014832,0.011475,0.009277,0.006287,0.004883,0.002869,0.002625,0.002502,0.001709,0.002380,0.002319,0.001099,0.002014,0.001892,0.001953,0.002502,0.002686,0.706421,0.013977
train_House_Sparrow_0032,0.020203,0.035950,0.055115,0.082458,0.109802,0.097412,0.077209,0.059692,0.050964,0.052429,0.047119,0.046265,0.035461,0.020508,0.016296,0.015381,0.015625,0.010376,0.009155,0.008728,0.008484,0.009949,0.008240,0.019897,0.011841,0.011353,0.013916,0.014709,0.012390,0.011536,0.007996,0.003540,0.200806,0.123169,0.100708,0.066833,0.047302,0.051331,0.052246,0.044617,0.037048,0.024536,0.020447,0.020386,0.018738,0.018188,0.015625,0.011719,0.009460,0.010193,0.011230,0.011536,0.009888,0.010559,0.010559,0.011414,0.011414,0.010010,0.007996,0.007324,0.006653,0.006653,0.010559,0.000854,0.389526,0.083191,0.060913,0.047241,0.042175,0.038574,0.031128,0.023865,0.021790,0.018921,0.019348,0.017090,0.014832,0.017578,0.013733,0.015198,0.012634,0.011597,0.013550,0.010498,0.010742,0.009827,0.011047,0.010803,0.010681,0.010254,0.007263,0.005432,0.003479,0.004333,0.002441,0.010315
train_House_Sparrow_0033,0.001099,0.035828,0.061890,0.048279,0.050171,0.075989,0.062683,0.044800,0.033997,0.026306,0.019958,0.021667,0.018005,0.015991,0.016296,0.014526,0.016174,0.016235,0.021179,0.022644,0.022827,0.022644,0.021362,0.023254,0.026245,0.028381,0.028809,0.035767,0.060608,0.058899,0.043457,0.004028,0.001038,0.009033,0.079956,0.049377,0.053833,0.061890,0.071228,0.061829,0.049927,0.042969,0.032166,0.024048,0.020569,0.018005,0.018433,0.018921,0.020996,0.023560,0.024536,0.028809,0.032043,0.038391,0.045959,0.041138,0.035706,0.033203,0.030457,0.025574,0.004639,0.001404,0.000366,0.000000,0.246826,0.088135,0.058411,0.019897,0.021240,0.026917,0.025635,0.022339,0.021240,0.020569,0.022644,0.021057,0.020630,0.025024,0.028625,0.030029,0.035034,0.048096,0.042847,0.035461,0.035217,0.031494,0.027405,0.028687,0.011108,0.002747,0.001099,0.001099,0.000305,0.000183,0.000000,0.000000
train_House_Sparrow_0034,0.000000,0.000000,0.000610,0.013062,0.035889,0.073853,0.063171,0.070496,0.069641,0.071167,0.077942,0.074402,0.071716,0.072632,0.059753,0.053833,0.043640,0.035767,0.025696,0.019104,0.015625,0.010986,0.006592,0.004211,0.003418,0.003418,0.002930,0.002747,0.002686,0.001953,0.002380,0.010681,0.000000,0.000000,0.000305,0.000793,0.001953,0.004700,0.006226,0.010742,0.022400,0.035278,0.053711,0.067993,0.074341,0.078247,0.072388,0.068298,0.075684,0.068115,0.049622,0.035217,0.032349,0.034241,0.035645,0.031433,0.026245,0.022461,0.020142,0.013672,0.012512,0.011230,0.009888,0.024170,0.000000,0.000244,0.017029,0.103577,0.115417,0.085510,0.081177,0.084229,0.073853,0.058716,0.052185,0.046936,0.044067,0.042542,0.036926,0.033569,0.026611,0.022339,0.015747,0.011353,0.007690,0.005188,0.004761,0.004578,0.002563,0.003235,0.002258,0.001953,0.002502,0.002258,0.002319,0.008667
train_House_Sparrow_0035,0.001465,0.001221,0.002747,0.005066,0.007874,0.009644,0.013916,0.015869,0.021301,0.023499,0.028076,0.029968,0.031555,0.043030,0.050964,0.094666,0.135132,0.140991,0.137085,0.154846,0.032654,0.005676,0.003662,0.002747,0.002014,0.001160,0.001404,0.000854,0.000488,0.000305,0.000061,0.000061,0.001282,0.002014,0.002502,0.006897,0.008240,0.011353,0.015015,0.023865,0.031555,0.037292,0.037292,0.032349,0.031738,0.041077,0.057800,0.132507,0.147644,0.122375,0.132263,0.104492,0.009888,0.003479,0.001831,0.001892,0.001526,0.000366,0.000793,0.000366,0.000183,0.000061,0.000000,0.000061,0.014099,0.029907,0.031311,0.033630,0.038513,0.039185,0.051941,0.062561,0.088806,0.179199,0.179260,0.137573,0.075684,0.013245,0.005615,0.004333,0.003845,0.002258,0.001465,0.001648,0.001648,0.001221,0.000977,0.000732,0.000244,0.000427,0.000305,0.000183,0.000122,0.000000,0.000000,0.000061
train_House_Sparrow_0036,0.001953,0.001831,0.002747,0.004761,0.005798,0.008301,0.009705,0.010193,0.013306,0.014038,0.018005,0.020020,0.017639,0.018616,0.021606,0.027649,0.032104,0.035156,0.040649,0.050903,0.090027,0.091248,0.243591,0.189575,0.018738,0.005188,0.002808,0.001648,0.000916,0.000793,0.000305,0.000183,0.002502,0.003113,0.004944,0.007690,0.010925,0.012817,0.019348,0.021545,0.021606,0.022095,0.022705,0.024963,0.026794,0.025818,0.023315,0.022339,0.018066,0.015076,0.016968,0.019958,0.020447,0.026917,0.048584,0.073914,0.061401,0.079895,0.305176,0.031555,0.008057,0.001221,0.000122,0.000122,0.003113,0.004272,0.006958,0.010925,0.014771,0.022217,0.026245,0.029419,0.030640,0.031128,0.029053,0.023743,0.014648,0.010620,0.009583,0.009155,0.008301,0.007812,0.008484,0.010864,0.012939,0.015076,0.020447,0.022888,0.028625,0.050659,0.064819,0.057312,0.074463,0.301941,0.026001,0.012878
train_House_Sparrow_0037,0.000000,0.002930,0.005371,0.005493,0.009583,0.038147,0.062073,0.030212,0.017090,0.019592,0.019043,0.021545,0.025330,0.016602,0.017090,0.030945,0.061462,0.054199,0.072876,0.085999,0.008484,0.001831,0.005493,0.008118,0.022827,0.088623,0.085999,0.072510,0.040955,0.034973,0.017334,0.017273,0.000000,0.001160,0.004395,0.006470,0.009277,0.033081,0.061401,0.034912,0.014038,0.018799,0.017639,0.018005,0.020264,0.021973,0.020447,0.021240,0.046997,0.048401,0.058716,0.097839,0.044006,0.012146,0.009033,0.020691,0.036926,0.095642,0.090698,0.064026,0.049988,0.011108,0.009827,0.000854,0.000122,0.009888,0.061157,0.056458,0.014526,0.014954,0.015442,0.012512,0.014954,0.018799,0.020081,0.018311,0.019775,0.021912,0.029114,0.033325,0.038635,0.048645,0.098755,0.054565,0.024231,0.024597,0.031860,0.041016,0.076782,0.092224,0.084961,0.019653,0.002686,0.000061,0.000000,0.000000
train_House_Sparrow_0038,0.000061,0.000061,0.000366,0.001038,0.002197,0.002747,0.004395,0.005920,0.008362,0.010254,0.013977,0.020996,0.025452,0.030396,0.035950,0.040771,0.028992,0.018616,0.011780,0.010132,0.009888,0.091675,0.266113,0.288269,0.042786,0.004761,0.004272,0.002991,0.003113,0.003235,0.004639,0.005798,0.000061,0.000183,0.000671,0.001892,0.003662,0.004456,0.005981,0.008484,0.009460,0.012390,0.013672,0.017456,0.021423,0.025208,0.028687,0.035950,0.039368,0.271790,0.415588,0.027100,0.010620,0.008484,0.006714,0.005005,0.003784,0.003357,0.002319,0.002808,0.002136,0.003601,0.003540,0.004150,0.000183,0.000732,0.002747,0.004395,0.006714,0.007507,0.010498,0.010681,0.010437,0.012573,0.012573,0.012512,0.014832,0.017700,0.100464,0.533691,0.106934,0.038147,0.024658,0.016907,0.011475,0.008850,0.007263,0.006226,0.003967,0.003601,0.002808,0.003601,0.001648,0.003052,0.001770,0.000854
